Question	Answer	Source	Metadata
How tall is Houndoom?	Houndoom is 1.4 meters tall.	https://pokeapi.co/api/v2/pokemon/230	{}
Where can I find a Houndoom?	Houndoom is commonly found in the rough-terrain.	https://pokeapi.co/api/v2/pokemon/230	{}
How much does Houndoom weigh?	The average Houndoom is about 35 kilograms.	https://pokeapi.co/api/v2/pokemon/230	{}
What color is a Houndoom?	Usually, Houndoom is black.	https://pokeapi.co/api/v2/pokemon/230	{}
Tell me about Houndoom.	They spew flames mixed with poison to finish
off their opponents. They divvy up their prey
evenly among the members of their pack.	https://pokeapi.co/api/v2/pokemon/230	{}
What type of Pokémon is Kingdra?	Kingdra is a dragon/water Pokémon.	https://pokeapi.co/api/v2/pokemon/231	{}
How tall is Kingdra?	Kingdra is 1.8 meters tall.	https://pokeapi.co/api/v2/pokemon/231	{}
Where can I find a Kingdra?	Kingdra is commonly found in the sea.	https://pokeapi.co/api/v2/pokemon/231	{}
How much does Kingdra weigh?	The average Kingdra is about 152 kilograms.	https://pokeapi.co/api/v2/pokemon/231	{}
What color is a Kingdra?	Usually, Kingdra is blue.	https://pokeapi.co/api/v2/pokemon/231	{}
Tell me about Kingdra.	Kingdra sleeps on the seafloor where it is otherwise devoid
of life. When a storm arrives, the Pokémon is said to awaken
and wander about in search of prey.	https://pokeapi.co/api/v2/pokemon/231	{}
What type of Pokémon is Phanpy?	Phanpy is a ground Pokémon.	https://pokeapi.co/api/v2/pokemon/232	{}
How tall is Phanpy?	Phanpy is 0.5 meters tall.	https://pokeapi.co/api/v2/pokemon/232	{}
Where can I find a Phanpy?	Phanpy is commonly found in the rough-terrain.	https://pokeapi.co/api/v2/pokemon/232	{}
How much does Phanpy weigh?	The average Phanpy is about 33.5 kilograms.	https://pokeapi.co/api/v2/pokemon/232	{}
What color is a Phanpy?	Usually, Phanpy is blue.	https://pokeapi.co/api/v2/pokemon/232	{}
Tell me about Phanpy.	Phanpy uses its long nose to shower itself. When others
gather around, they thoroughly douse each other with water.
These Pokémon can be seen drying their soaking-wet
bodies at the edge of water.	https://pokeapi.co/api/v2/pokemon/232	{}
What type of Pokémon is Donphan?	Donphan is a ground Pokémon.	https://pokeapi.co/api/v2/pokemon/233	{}
How tall is Donphan?	Donphan is 1.1 meters tall.	https://pokeapi.co/api/v2/pokemon/233	{}
Where can I find a Donphan?	Donphan is commonly found in the rough-terrain.	https://pokeapi.co/api/v2/pokemon/233	{}
How much does Donphan weigh?	The average Donphan is about 120 kilograms.	https://pokeapi.co/api/v2/pokemon/233	{}
What color is a Donphan?	Usually, Donphan is gray.	https://pokeapi.co/api/v2/pokemon/233	{}
Tell me about Donphan.	If Donphan were to tackle with its hard body, even a house
could be destroyed. Using its massive strength, the Pokémon
helps clear rock and mud slides that block mountain trails.	https://pokeapi.co/api/v2/pokemon/233	{}
What type of Pokémon is Porygon2?	Porygon2 is a normal Pokémon.	https://pokeapi.co/api/v2/pokemon/234	{}
How tall is Porygon2?	Porygon2 is 0.6 meters tall.	https://pokeapi.co/api/v2/pokemon/234	{}
Where can I find a Porygon2?	Porygon2 is commonly found in the urban.	https://pokeapi.co/api/v2/pokemon/234	{}
How much does Porygon2 weigh?	The average Porygon2 is about 32.5 kilograms.	https://pokeapi.co/api/v2/pokemon/234	{}
What color is a Porygon2?	Usually, Porygon2 is red.	https://pokeapi.co/api/v2/pokemon/234	{}
Tell me about Porygon2.	AI has been installed in it. It learns various
things all on its own, but it even remembers
things it doesn’t need to know.	https://pokeapi.co/api/v2/pokemon/234	{}
What type of Pokémon is Stantler?	Stantler is a normal Pokémon.	https://pokeapi.co/api/v2/pokemon/235	{}
How tall is Stantler?	Stantler is 1.4 meters tall.	https://pokeapi.co/api/v2/pokemon/235	{}
Where can I find a Stantler?	Stantler is commonly found in the forest.	https://pokeapi.co/api/v2/pokemon/235	{}
How much does Stantler weigh?	The average Stantler is about 71.2 kilograms.	https://pokeapi.co/api/v2/pokemon/235	{}
What color is a Stantler?	Usually, Stantler is brown.	https://pokeapi.co/api/v2/pokemon/235	{}
Tell me about Stantler.	Stantler’s magnificent antlers were traded at high prices as
works of art. As a result, this Pokémon was hunted close to
extinction by those who were after the priceless antlers.	https://pokeapi.co/api/v2/pokemon/235	{}
What type of Pokémon is Smeargle?	Smeargle is a normal Pokémon.	https://pokeapi.co/api/v2/pokemon/236	{}
How tall is Smeargle?	Smeargle is 1.2 meters tall.	https://pokeapi.co/api/v2/pokemon/236	{}
Where can I find a Smeargle?	Smeargle is commonly found in the urban.	https://pokeapi.co/api/v2/pokemon/236	{}
How much does Smeargle weigh?	The average Smeargle is about 58 kilograms.	https://pokeapi.co/api/v2/pokemon/236	{}
What color is a Smeargle?	Usually, Smeargle is white.	https://pokeapi.co/api/v2/pokemon/236	{}
Tell me about Smeargle.	The fluid of Smeargle’s tail secretions changes
in the intensity of its hue as the Pokémon’s
emotions change.	https://pokeapi.co/api/v2/pokemon/236	{}
What type of Pokémon is Tyrogue?	Tyrogue is a fighting Pokémon.	https://pokeapi.co/api/v2/pokemon/237	{}
How tall is Tyrogue?	Tyrogue is 0.7 meters tall.	https://pokeapi.co/api/v2/pokemon/237	{}
Where can I find a Tyrogue?	Tyrogue is commonly found in the urban.	https://pokeapi.co/api/v2/pokemon/237	{}
How much does Tyrogue weigh?	The average Tyrogue is about 21 kilograms.	https://pokeapi.co/api/v2/pokemon/237	{}
What color is a Tyrogue?	Usually, Tyrogue is purple.	https://pokeapi.co/api/v2/pokemon/237	{}
Tell me about Tyrogue.	Tyrogue becomes stressed out if it does not get to train every
day. When raising this Pokémon, the Trainer must establish
and uphold various training methods.	https://pokeapi.co/api/v2/pokemon/237	{}
What type of Pokémon is Hitmontop?	Hitmontop is a fighting Pokémon.	https://pokeapi.co/api/v2/pokemon/238	{}
How tall is Hitmontop?	Hitmontop is 1.4 meters tall.	https://pokeapi.co/api/v2/pokemon/238	{}
Where can I find a Hitmontop?	Hitmontop is commonly found in the urban.	https://pokeapi.co/api/v2/pokemon/238	{}
How much does Hitmontop weigh?	The average Hitmontop is about 48 kilograms.	https://pokeapi.co/api/v2/pokemon/238	{}
What color is a Hitmontop?	Usually, Hitmontop is brown.	https://pokeapi.co/api/v2/pokemon/238	{}
Tell me about Hitmontop.	Hitmontop spins on its head at high speed, all the while
delivering kicks. This technique is a remarkable mix of both
offense and defense at the same time. The Pokémon travels
faster spinning than it does walking.	https://pokeapi.co/api/v2/pokemon/238	{}
What type of Pokémon is Smoochum?	Smoochum is a psychic/ice Pokémon.	https://pokeapi.co/api/v2/pokemon/239	{}
How tall is Smoochum?	Smoochum is 0.4 meters tall.	https://pokeapi.co/api/v2/pokemon/239	{}
Where can I find a Smoochum?	Smoochum is commonly found in the urban.	https://pokeapi.co/api/v2/pokemon/239	{}
How much does Smoochum weigh?	The average Smoochum is about 6 kilograms.	https://pokeapi.co/api/v2/pokemon/239	{}
What color is a Smoochum?	Usually, Smoochum is pink.	https://pokeapi.co/api/v2/pokemon/239	{}
Tell me about Smoochum.	When it examines things, before touching them
with its hands, it makes lip contact and then
diligently licks all the dirt off its lips.	https://pokeapi.co/api/v2/pokemon/239	{}
What type of Pokémon is Elekid?	Elekid is a electric Pokémon.	https://pokeapi.co/api/v2/pokemon/240	{}
How tall is Elekid?	Elekid is 0.6 meters tall.	https://pokeapi.co/api/v2/pokemon/240	{}
Where can I find a Elekid?	Elekid is commonly found in the grassland.	https://pokeapi.co/api/v2/pokemon/240	{}
How much does Elekid weigh?	The average Elekid is about 23.5 kilograms.	https://pokeapi.co/api/v2/pokemon/240	{}
What color is a Elekid?	Usually, Elekid is yellow.	https://pokeapi.co/api/v2/pokemon/240	{}
Tell me about Elekid.	When it hears the crash of thunder, Elekid’s
mood improves. It can be useful to record that
sound and play it when Elekid’s feeling down.	https://pokeapi.co/api/v2/pokemon/240	{}
What type of Pokémon is Magby?	Magby is a fire Pokémon.	https://pokeapi.co/api/v2/pokemon/241	{}
How tall is Magby?	Magby is 0.7 meters tall.	https://pokeapi.co/api/v2/pokemon/241	{}
Where can I find a Magby?	Magby is commonly found in the mountain.	https://pokeapi.co/api/v2/pokemon/241	{}
How much does Magby weigh?	The average Magby is about 21.4 kilograms.	https://pokeapi.co/api/v2/pokemon/241	{}
What color is a Magby?	Usually, Magby is red.	https://pokeapi.co/api/v2/pokemon/241	{}
Tell me about Magby.	When flames drip from its nose, that means it
has a cold. Have it lie down for a nice rest in
some magma.	https://pokeapi.co/api/v2/pokemon/241	{}
What type of Pokémon is Miltank?	Miltank is a normal Pokémon.	https://pokeapi.co/api/v2/pokemon/242	{}
How tall is Miltank?	Miltank is 1.2 meters tall.	https://pokeapi.co/api/v2/pokemon/242	{}
Where can I find a Miltank?	Miltank is commonly found in the grassland.	https://pokeapi.co/api/v2/pokemon/242	{}
How much does Miltank weigh?	The average Miltank is about 75.5 kilograms.	https://pokeapi.co/api/v2/pokemon/242	{}
What color is a Miltank?	Usually, Miltank is pink.	https://pokeapi.co/api/v2/pokemon/242	{}
Tell me about Miltank.	It produces over five gallons of milk a day. The
higher the quality of the pastures it lives in,
the richer and tastier its milk becomes.	https://pokeapi.co/api/v2/pokemon/242	{}
What type of Pokémon is Blissey?	Blissey is a normal Pokémon.	https://pokeapi.co/api/v2/pokemon/243	{}
How tall is Blissey?	Blissey is 1.5 meters tall.	https://pokeapi.co/api/v2/pokemon/243	{}
Where can I find a Blissey?	Blissey is commonly found in the urban.	https://pokeapi.co/api/v2/pokemon/243	{}
How much does Blissey weigh?	The average Blissey is about 46.8 kilograms.	https://pokeapi.co/api/v2/pokemon/243	{}
What color is a Blissey?	Usually, Blissey is pink.	https://pokeapi.co/api/v2/pokemon/243	{}
Tell me about Blissey.	Their eggs are such a delicacy that some say
eating one will bring you happiness. These eggs
fetch the highest prices on the market.	https://pokeapi.co/api/v2/pokemon/243	{}
What type of Pokémon is Raikou?	Raikou is a electric Pokémon.	https://pokeapi.co/api/v2/pokemon/244	{}
How tall is Raikou?	Raikou is 1.9 meters tall.	https://pokeapi.co/api/v2/pokemon/244	{}
Where can I find a Raikou?	Raikou is commonly found in the grassland.	https://pokeapi.co/api/v2/pokemon/244	{}
How much does Raikou weigh?	The average Raikou is about 178 kilograms.	https://pokeapi.co/api/v2/pokemon/244	{}
What color is a Raikou?	Usually, Raikou is yellow.	https://pokeapi.co/api/v2/pokemon/244	{}
Tell me about Raikou.	Raikou embodies the speed of lightning. The roars of
this Pokémon send shock waves shuddering through the
air and shake the ground as if lightning bolts had come
crashing down.	https://pokeapi.co/api/v2/pokemon/244	{}
What type of Pokémon is Entei?	Entei is a fire Pokémon.	https://pokeapi.co/api/v2/pokemon/245	{}
How tall is Entei?	Entei is 2.1 meters tall.	https://pokeapi.co/api/v2/pokemon/245	{}
Where can I find a Entei?	Entei is commonly found in the grassland.	https://pokeapi.co/api/v2/pokemon/245	{}
How much does Entei weigh?	The average Entei is about 198 kilograms.	https://pokeapi.co/api/v2/pokemon/245	{}
What color is a Entei?	Usually, Entei is brown.	https://pokeapi.co/api/v2/pokemon/245	{}
Tell me about Entei.	Entei embodies the passion of magma. This Pokémon is
thought to have been born in the eruption of a volcano.
It sends up massive bursts of fire that utterly consume all
that they touch.	https://pokeapi.co/api/v2/pokemon/245	{}
What type of Pokémon is Suicune?	Suicune is a water Pokémon.	https://pokeapi.co/api/v2/pokemon/246	{}
How tall is Suicune?	Suicune is 2 meters tall.	https://pokeapi.co/api/v2/pokemon/246	{}
Where can I find a Suicune?	Suicune is commonly found in the grassland.	https://pokeapi.co/api/v2/pokemon/246	{}
How much does Suicune weigh?	The average Suicune is about 187 kilograms.	https://pokeapi.co/api/v2/pokemon/246	{}
What color is a Suicune?	Usually, Suicune is blue.	https://pokeapi.co/api/v2/pokemon/246	{}
Tell me about Suicune.	Suicune embodies the compassion of a pure spring of water.
It runs across the land with gracefulness. This Pokémon has
the power to purify dirty water.	https://pokeapi.co/api/v2/pokemon/246	{}
What type of Pokémon is Larvitar?	Larvitar is a ground/rock Pokémon.	https://pokeapi.co/api/v2/pokemon/247	{}
How tall is Larvitar?	Larvitar is 0.6 meters tall.	https://pokeapi.co/api/v2/pokemon/247	{}
Where can I find a Larvitar?	Larvitar is commonly found in the mountain.	https://pokeapi.co/api/v2/pokemon/247	{}
How much does Larvitar weigh?	The average Larvitar is about 72 kilograms.	https://pokeapi.co/api/v2/pokemon/247	{}
What color is a Larvitar?	Usually, Larvitar is green.	https://pokeapi.co/api/v2/pokemon/247	{}
Tell me about Larvitar.	Born underground, it eats its way through dirt to
the surface, where its parents are. It doesn’t
deal well with the bright light it finds there.	https://pokeapi.co/api/v2/pokemon/247	{}
What type of Pokémon is Pupitar?	Pupitar is a ground/rock Pokémon.	https://pokeapi.co/api/v2/pokemon/248	{}
How tall is Pupitar?	Pupitar is 1.2 meters tall.	https://pokeapi.co/api/v2/pokemon/248	{}
Where can I find a Pupitar?	Pupitar is commonly found in the mountain.	https://pokeapi.co/api/v2/pokemon/248	{}
How much does Pupitar weigh?	The average Pupitar is about 152 kilograms.	https://pokeapi.co/api/v2/pokemon/248	{}
What color is a Pupitar?	Usually, Pupitar is gray.	https://pokeapi.co/api/v2/pokemon/248	{}
Tell me about Pupitar.	This troublesome Pokémon can’t wait to evolve,
so it relieves its stress by wildly propelling itself
around using compressed gas.	https://pokeapi.co/api/v2/pokemon/248	{}
What type of Pokémon is Tyranitar?	Tyranitar is a dark/rock Pokémon.	https://pokeapi.co/api/v2/pokemon/249	{}
How tall is Tyranitar?	Tyranitar is 2 meters tall.	https://pokeapi.co/api/v2/pokemon/249	{}
Where can I find a Tyranitar?	Tyranitar is commonly found in the mountain.	https://pokeapi.co/api/v2/pokemon/249	{}
How much does Tyranitar weigh?	The average Tyranitar is about 202 kilograms.	https://pokeapi.co/api/v2/pokemon/249	{}
What color is a Tyranitar?	Usually, Tyranitar is green.	https://pokeapi.co/api/v2/pokemon/249	{}
Tell me about Tyranitar.	It wanders through the mountains seeking
opponents to fight. If it finds an opponent that’s
not worthy, Tyranitar ignores it and wanders on.	https://pokeapi.co/api/v2/pokemon/249	{}
What type of Pokémon is Lugia?	Lugia is a flying/psychic Pokémon.	https://pokeapi.co/api/v2/pokemon/250	{}
How tall is Lugia?	Lugia is 5.2 meters tall.	https://pokeapi.co/api/v2/pokemon/250	{}
Where can I find a Lugia?	Lugia is commonly found in the rare.	https://pokeapi.co/api/v2/pokemon/250	{}
How much does Lugia weigh?	The average Lugia is about 216 kilograms.	https://pokeapi.co/api/v2/pokemon/250	{}
What color is a Lugia?	Usually, Lugia is white.	https://pokeapi.co/api/v2/pokemon/250	{}
Tell me about Lugia.	Lugia’s wings pack devastating power—a light fluttering of its
wings can blow apart regular houses. As a result, this
Pokémon chooses to live out of sight deep under the sea.	https://pokeapi.co/api/v2/pokemon/250	{}
What type of Pokémon is Ho-Oh?	Ho-Oh is a flying/fire Pokémon.	https://pokeapi.co/api/v2/pokemon/251	{}
How tall is Ho-Oh?	Ho-Oh is 3.8 meters tall.	https://pokeapi.co/api/v2/pokemon/251	{}
Where can I find a Ho-Oh?	Ho-Oh is commonly found in the rare.	https://pokeapi.co/api/v2/pokemon/251	{}
How much does Ho-Oh weigh?	The average Ho-Oh is about 199 kilograms.	https://pokeapi.co/api/v2/pokemon/251	{}
What color is a Ho-Oh?	Usually, Ho-Oh is red.	https://pokeapi.co/api/v2/pokemon/251	{}
Tell me about Ho-Oh.	Ho-Oh’s feathers glow in seven colors depending on the angle
at which they are struck by light. These feathers are said to
bring happiness to the bearers. This Pokémon is said to live at
the foot of a rainbow.	https://pokeapi.co/api/v2/pokemon/251	{}
What type of Pokémon is Celebi?	Celebi is a grass/psychic Pokémon.	https://pokeapi.co/api/v2/pokemon/252	{}
How tall is Celebi?	Celebi is 0.6 meters tall.	https://pokeapi.co/api/v2/pokemon/252	{}
Where can I find a Celebi?	Celebi is commonly found in the forest.	https://pokeapi.co/api/v2/pokemon/252	{}
How much does Celebi weigh?	The average Celebi is about 5 kilograms.	https://pokeapi.co/api/v2/pokemon/252	{}
What color is a Celebi?	Usually, Celebi is green.	https://pokeapi.co/api/v2/pokemon/252	{}
Tell me about Celebi.	This Pokémon came from the future by crossing over time.
It is thought that so long as Celebi appears, a bright and
shining future awaits us.	https://pokeapi.co/api/v2/pokemon/252	{}
