Question	Answer	Source	Metadata
Where can I find a Trapinch?	Trapinch is commonly found in the rough-terrain.	https://pokeapi.co/api/v2/pokemon/329	{}
How much does Trapinch weigh?	The average Trapinch is about 15 kilograms.	https://pokeapi.co/api/v2/pokemon/329	{}
What color is a Trapinch?	Usually, Trapinch is brown.	https://pokeapi.co/api/v2/pokemon/329	{}
Tell me about Trapinch.	Its jaws are strong enough to crush rocks but
so heavy that it can’t get up if it flips over.
Sandile seize those moments as their chance.	https://pokeapi.co/api/v2/pokemon/329	{}
What type of Pokémon is Vibrava?	Vibrava is a dragon/ground Pokémon.	https://pokeapi.co/api/v2/pokemon/330	{}
How tall is Vibrava?	Vibrava is 1.1 meters tall.	https://pokeapi.co/api/v2/pokemon/330	{}
Where can I find a Vibrava?	Vibrava is commonly found in the rough-terrain.	https://pokeapi.co/api/v2/pokemon/330	{}
How much does Vibrava weigh?	The average Vibrava is about 15.3 kilograms.	https://pokeapi.co/api/v2/pokemon/330	{}
What color is a Vibrava?	Usually, Vibrava is green.	https://pokeapi.co/api/v2/pokemon/330	{}
Tell me about Vibrava.	It vibrates its wings to generate ultrasonic
waves, causing its prey to faint. Then it buries
the prey alive in the sand to preserve it.	https://pokeapi.co/api/v2/pokemon/330	{}
What type of Pokémon is Flygon?	Flygon is a dragon/ground Pokémon.	https://pokeapi.co/api/v2/pokemon/331	{}
How tall is Flygon?	Flygon is 2 meters tall.	https://pokeapi.co/api/v2/pokemon/331	{}
Where can I find a Flygon?	Flygon is commonly found in the rough-terrain.	https://pokeapi.co/api/v2/pokemon/331	{}
How much does Flygon weigh?	The average Flygon is about 82 kilograms.	https://pokeapi.co/api/v2/pokemon/331	{}
What color is a Flygon?	Usually, Flygon is green.	https://pokeapi.co/api/v2/pokemon/331	{}
Tell me about Flygon.	By flapping their wings, Flygon cause
sandstorms that conceal Krookodile.
The team then splits the prey they catch.	https://pokeapi.co/api/v2/pokemon/331	{}
What type of Pokémon is Cacnea?	Cacnea is a grass Pokémon.	https://pokeapi.co/api/v2/pokemon/332	{}
How tall is Cacnea?	Cacnea is 0.4 meters tall.	https://pokeapi.co/api/v2/pokemon/332	{}
Where can I find a Cacnea?	Cacnea is commonly found in the rough-terrain.	https://pokeapi.co/api/v2/pokemon/332	{}
How much does Cacnea weigh?	The average Cacnea is about 51.3 kilograms.	https://pokeapi.co/api/v2/pokemon/332	{}
What color is a Cacnea?	Usually, Cacnea is green.	https://pokeapi.co/api/v2/pokemon/332	{}
Tell me about Cacnea.	The more arid and harsh the environment, the more pretty and
fragrant a flower Cacnea grows. This Pokémon battles by
wildly swinging its thorny arms.	https://pokeapi.co/api/v2/pokemon/332	{}
What type of Pokémon is Cacturne?	Cacturne is a dark/grass Pokémon.	https://pokeapi.co/api/v2/pokemon/333	{}
How tall is Cacturne?	Cacturne is 1.3 meters tall.	https://pokeapi.co/api/v2/pokemon/333	{}
Where can I find a Cacturne?	Cacturne is commonly found in the rough-terrain.	https://pokeapi.co/api/v2/pokemon/333	{}
How much does Cacturne weigh?	The average Cacturne is about 77.4 kilograms.	https://pokeapi.co/api/v2/pokemon/333	{}
What color is a Cacturne?	Usually, Cacturne is green.	https://pokeapi.co/api/v2/pokemon/333	{}
Tell me about Cacturne.	If a traveler is going through a desert in the thick of night,
Cacturne will follow in a ragtag group. The Pokémon are
biding their time, waiting for the traveler to tire and become
incapable of moving.	https://pokeapi.co/api/v2/pokemon/333	{}
What type of Pokémon is Swablu?	Swablu is a flying/normal Pokémon.	https://pokeapi.co/api/v2/pokemon/334	{}
How tall is Swablu?	Swablu is 0.4 meters tall.	https://pokeapi.co/api/v2/pokemon/334	{}
Where can I find a Swablu?	Swablu is commonly found in the forest.	https://pokeapi.co/api/v2/pokemon/334	{}
How much does Swablu weigh?	The average Swablu is about 1.2 kilograms.	https://pokeapi.co/api/v2/pokemon/334	{}
What color is a Swablu?	Usually, Swablu is blue.	https://pokeapi.co/api/v2/pokemon/334	{}
Tell me about Swablu.	Swablu loves to make things clean. If it spots something dirty,
it will wipe and polish it with its cottony wings. If its wings
become dirty, this Pokémon finds a stream and showers itself.	https://pokeapi.co/api/v2/pokemon/334	{}
What type of Pokémon is Altaria?	Altaria is a flying/dragon Pokémon.	https://pokeapi.co/api/v2/pokemon/335	{}
How tall is Altaria?	Altaria is 1.1 meters tall.	https://pokeapi.co/api/v2/pokemon/335	{}
Where can I find a Altaria?	Altaria is commonly found in the forest.	https://pokeapi.co/api/v2/pokemon/335	{}
How much does Altaria weigh?	The average Altaria is about 20.6 kilograms.	https://pokeapi.co/api/v2/pokemon/335	{}
What color is a Altaria?	Usually, Altaria is blue.	https://pokeapi.co/api/v2/pokemon/335	{}
Tell me about Altaria.	Altaria sings in a gorgeous soprano. Its wings are like cotton
clouds. This Pokémon catches updrafts with its buoyant wings
and soars way up into the wild blue yonder.	https://pokeapi.co/api/v2/pokemon/335	{}
What type of Pokémon is Zangoose?	Zangoose is a normal Pokémon.	https://pokeapi.co/api/v2/pokemon/336	{}
How tall is Zangoose?	Zangoose is 1.3 meters tall.	https://pokeapi.co/api/v2/pokemon/336	{}
Where can I find a Zangoose?	Zangoose is commonly found in the grassland.	https://pokeapi.co/api/v2/pokemon/336	{}
How much does Zangoose weigh?	The average Zangoose is about 40.3 kilograms.	https://pokeapi.co/api/v2/pokemon/336	{}
What color is a Zangoose?	Usually, Zangoose is white.	https://pokeapi.co/api/v2/pokemon/336	{}
Tell me about Zangoose.	Zangoose usually stays on all fours, but when angered, it gets
up on its hind legs and extends its claws. This Pokémon shares
a bitter rivalry with Seviper that dates back over generations.	https://pokeapi.co/api/v2/pokemon/336	{}
What type of Pokémon is Seviper?	Seviper is a poison Pokémon.	https://pokeapi.co/api/v2/pokemon/337	{}
How tall is Seviper?	Seviper is 2.7 meters tall.	https://pokeapi.co/api/v2/pokemon/337	{}
Where can I find a Seviper?	Seviper is commonly found in the grassland.	https://pokeapi.co/api/v2/pokemon/337	{}
How much does Seviper weigh?	The average Seviper is about 52.5 kilograms.	https://pokeapi.co/api/v2/pokemon/337	{}
What color is a Seviper?	Usually, Seviper is black.	https://pokeapi.co/api/v2/pokemon/337	{}
Tell me about Seviper.	Seviper’s swordlike tail serves two purposes—it slashes foes
and douses them with secreted poison. This Pokémon will not
give up its long-running blood feud with Zangoose.	https://pokeapi.co/api/v2/pokemon/337	{}
What type of Pokémon is Lunatone?	Lunatone is a psychic/rock Pokémon.	https://pokeapi.co/api/v2/pokemon/338	{}
How tall is Lunatone?	Lunatone is 1 meters tall.	https://pokeapi.co/api/v2/pokemon/338	{}
Where can I find a Lunatone?	Lunatone is commonly found in the cave.	https://pokeapi.co/api/v2/pokemon/338	{}
How much does Lunatone weigh?	The average Lunatone is about 168 kilograms.	https://pokeapi.co/api/v2/pokemon/338	{}
What color is a Lunatone?	Usually, Lunatone is yellow.	https://pokeapi.co/api/v2/pokemon/338	{}
Tell me about Lunatone.	Lunatone becomes active around the time of the full moon.
Instead of walking, it moves by floating in midair.
The Pokémon’s intimidating red eyes cause all those who
see it to become transfixed with fear.	https://pokeapi.co/api/v2/pokemon/338	{}
What type of Pokémon is Solrock?	Solrock is a psychic/rock Pokémon.	https://pokeapi.co/api/v2/pokemon/339	{}
How tall is Solrock?	Solrock is 1.2 meters tall.	https://pokeapi.co/api/v2/pokemon/339	{}
Where can I find a Solrock?	Solrock is commonly found in the cave.	https://pokeapi.co/api/v2/pokemon/339	{}
How much does Solrock weigh?	The average Solrock is about 154 kilograms.	https://pokeapi.co/api/v2/pokemon/339	{}
What color is a Solrock?	Usually, Solrock is red.	https://pokeapi.co/api/v2/pokemon/339	{}
Tell me about Solrock.	Sunlight is the source of Solrock’s power. It is said to possess
the ability to read the emotions of others. This Pokémon gives
off intense heat while rotating its body.	https://pokeapi.co/api/v2/pokemon/339	{}
What type of Pokémon is Barboach?	Barboach is a ground/water Pokémon.	https://pokeapi.co/api/v2/pokemon/340	{}
How tall is Barboach?	Barboach is 0.4 meters tall.	https://pokeapi.co/api/v2/pokemon/340	{}
Where can I find a Barboach?	Barboach is commonly found in the waters-edge.	https://pokeapi.co/api/v2/pokemon/340	{}
How much does Barboach weigh?	The average Barboach is about 1.9 kilograms.	https://pokeapi.co/api/v2/pokemon/340	{}
What color is a Barboach?	Usually, Barboach is gray.	https://pokeapi.co/api/v2/pokemon/340	{}
Tell me about Barboach.	Its entire body is gooey. When pecked at by
bird Pokémon, it slips and slides its way
to freedom.	https://pokeapi.co/api/v2/pokemon/340	{}
What type of Pokémon is Whiscash?	Whiscash is a ground/water Pokémon.	https://pokeapi.co/api/v2/pokemon/341	{}
How tall is Whiscash?	Whiscash is 0.9 meters tall.	https://pokeapi.co/api/v2/pokemon/341	{}
Where can I find a Whiscash?	Whiscash is commonly found in the waters-edge.	https://pokeapi.co/api/v2/pokemon/341	{}
How much does Whiscash weigh?	The average Whiscash is about 23.6 kilograms.	https://pokeapi.co/api/v2/pokemon/341	{}
What color is a Whiscash?	Usually, Whiscash is blue.	https://pokeapi.co/api/v2/pokemon/341	{}
Tell me about Whiscash.	Whiscash shakes the ground at high intensities
to intimidate its opponents. It swallows its prey
whole—along with mud from the swamp floor.	https://pokeapi.co/api/v2/pokemon/341	{}
What type of Pokémon is Corphish?	Corphish is a water Pokémon.	https://pokeapi.co/api/v2/pokemon/342	{}
How tall is Corphish?	Corphish is 0.6 meters tall.	https://pokeapi.co/api/v2/pokemon/342	{}
Where can I find a Corphish?	Corphish is commonly found in the waters-edge.	https://pokeapi.co/api/v2/pokemon/342	{}
How much does Corphish weigh?	The average Corphish is about 11.5 kilograms.	https://pokeapi.co/api/v2/pokemon/342	{}
What color is a Corphish?	Usually, Corphish is red.	https://pokeapi.co/api/v2/pokemon/342	{}
Tell me about Corphish.	Individuals that have been set free by Trainers
who could no longer raise them have become
common, and they can now be found in Alola.	https://pokeapi.co/api/v2/pokemon/342	{}
What type of Pokémon is Crawdaunt?	Crawdaunt is a dark/water Pokémon.	https://pokeapi.co/api/v2/pokemon/343	{}
How tall is Crawdaunt?	Crawdaunt is 1.1 meters tall.	https://pokeapi.co/api/v2/pokemon/343	{}
Where can I find a Crawdaunt?	Crawdaunt is commonly found in the waters-edge.	https://pokeapi.co/api/v2/pokemon/343	{}
How much does Crawdaunt weigh?	The average Crawdaunt is about 32.8 kilograms.	https://pokeapi.co/api/v2/pokemon/343	{}
What color is a Crawdaunt?	Usually, Crawdaunt is red.	https://pokeapi.co/api/v2/pokemon/343	{}
Tell me about Crawdaunt.	Its temperament is rough and it loves to fight,
but as soon as its pincers break off, it turns
cowardly. It stays timid until they grow back.	https://pokeapi.co/api/v2/pokemon/343	{}
What type of Pokémon is Baltoy?	Baltoy is a psychic/ground Pokémon.	https://pokeapi.co/api/v2/pokemon/344	{}
How tall is Baltoy?	Baltoy is 0.5 meters tall.	https://pokeapi.co/api/v2/pokemon/344	{}
Where can I find a Baltoy?	Baltoy is commonly found in the rough-terrain.	https://pokeapi.co/api/v2/pokemon/344	{}
How much does Baltoy weigh?	The average Baltoy is about 21.5 kilograms.	https://pokeapi.co/api/v2/pokemon/344	{}
What color is a Baltoy?	Usually, Baltoy is brown.	https://pokeapi.co/api/v2/pokemon/344	{}
Tell me about Baltoy.	Depictions of Pokémon similar to Baltoy have
been found on the walls of caves where
primitive humans lived.	https://pokeapi.co/api/v2/pokemon/344	{}
What type of Pokémon is Claydol?	Claydol is a psychic/ground Pokémon.	https://pokeapi.co/api/v2/pokemon/345	{}
How tall is Claydol?	Claydol is 1.5 meters tall.	https://pokeapi.co/api/v2/pokemon/345	{}
Where can I find a Claydol?	Claydol is commonly found in the rough-terrain.	https://pokeapi.co/api/v2/pokemon/345	{}
How much does Claydol weigh?	The average Claydol is about 108 kilograms.	https://pokeapi.co/api/v2/pokemon/345	{}
What color is a Claydol?	Usually, Claydol is black.	https://pokeapi.co/api/v2/pokemon/345	{}
Tell me about Claydol.	If it gets wet, its body melts. When rain starts
to fall, it wraps its whole body up with its
psychic powers to protect itself.	https://pokeapi.co/api/v2/pokemon/345	{}
What type of Pokémon is Lileep?	Lileep is a grass/rock Pokémon.	https://pokeapi.co/api/v2/pokemon/346	{}
How tall is Lileep?	Lileep is 1 meters tall.	https://pokeapi.co/api/v2/pokemon/346	{}
Where can I find a Lileep?	Lileep is commonly found in the sea.	https://pokeapi.co/api/v2/pokemon/346	{}
How much does Lileep weigh?	The average Lileep is about 23.8 kilograms.	https://pokeapi.co/api/v2/pokemon/346	{}
What color is a Lileep?	Usually, Lileep is purple.	https://pokeapi.co/api/v2/pokemon/346	{}
Tell me about Lileep.	In ancient times, it lived in warm seas. It
disguised itself as seaweed to ambush its prey
and devoured them whole when they got close.	https://pokeapi.co/api/v2/pokemon/346	{}
What type of Pokémon is Cradily?	Cradily is a grass/rock Pokémon.	https://pokeapi.co/api/v2/pokemon/347	{}
How tall is Cradily?	Cradily is 1.5 meters tall.	https://pokeapi.co/api/v2/pokemon/347	{}
Where can I find a Cradily?	Cradily is commonly found in the sea.	https://pokeapi.co/api/v2/pokemon/347	{}
How much does Cradily weigh?	The average Cradily is about 60.4 kilograms.	https://pokeapi.co/api/v2/pokemon/347	{}
What color is a Cradily?	Usually, Cradily is green.	https://pokeapi.co/api/v2/pokemon/347	{}
Tell me about Cradily.	Normally, it lived on shallow sea shoals. When
the tide went out, this Pokémon came up on
land to search for prey.	https://pokeapi.co/api/v2/pokemon/347	{}
What type of Pokémon is Anorith?	Anorith is a bug/rock Pokémon.	https://pokeapi.co/api/v2/pokemon/348	{}
How tall is Anorith?	Anorith is 0.7 meters tall.	https://pokeapi.co/api/v2/pokemon/348	{}
Where can I find a Anorith?	Anorith is commonly found in the waters-edge.	https://pokeapi.co/api/v2/pokemon/348	{}
How much does Anorith weigh?	The average Anorith is about 12.5 kilograms.	https://pokeapi.co/api/v2/pokemon/348	{}
What color is a Anorith?	Usually, Anorith is gray.	https://pokeapi.co/api/v2/pokemon/348	{}
Tell me about Anorith.	When restored Anorith are released into the
ocean, they don’t thrive, because the water
composition has changed since their era.	https://pokeapi.co/api/v2/pokemon/348	{}
What type of Pokémon is Armaldo?	Armaldo is a bug/rock Pokémon.	https://pokeapi.co/api/v2/pokemon/349	{}
How tall is Armaldo?	Armaldo is 1.5 meters tall.	https://pokeapi.co/api/v2/pokemon/349	{}
Where can I find a Armaldo?	Armaldo is commonly found in the waters-edge.	https://pokeapi.co/api/v2/pokemon/349	{}
How much does Armaldo weigh?	The average Armaldo is about 68.2 kilograms.	https://pokeapi.co/api/v2/pokemon/349	{}
What color is a Armaldo?	Usually, Armaldo is gray.	https://pokeapi.co/api/v2/pokemon/349	{}
Tell me about Armaldo.	It lived on land and went out into the sea to
hunt for prey. Its sharp claws were its
greatest weapon.	https://pokeapi.co/api/v2/pokemon/349	{}
What type of Pokémon is Feebas?	Feebas is a water Pokémon.	https://pokeapi.co/api/v2/pokemon/350	{}
How tall is Feebas?	Feebas is 0.6 meters tall.	https://pokeapi.co/api/v2/pokemon/350	{}
Where can I find a Feebas?	Feebas is commonly found in the waters-edge.	https://pokeapi.co/api/v2/pokemon/350	{}
How much does Feebas weigh?	The average Feebas is about 7.4 kilograms.	https://pokeapi.co/api/v2/pokemon/350	{}
What color is a Feebas?	Usually, Feebas is brown.	https://pokeapi.co/api/v2/pokemon/350	{}
Tell me about Feebas.	They look ragged, so no one catches them. They
look like they’d taste bad, so predators won’t
eat them. And their numbers continue to grow.	https://pokeapi.co/api/v2/pokemon/350	{}
What type of Pokémon is Milotic?	Milotic is a water Pokémon.	https://pokeapi.co/api/v2/pokemon/351	{}
How tall is Milotic?	Milotic is 6.2 meters tall.	https://pokeapi.co/api/v2/pokemon/351	{}
Where can I find a Milotic?	Milotic is commonly found in the waters-edge.	https://pokeapi.co/api/v2/pokemon/351	{}
How much does Milotic weigh?	The average Milotic is about 162 kilograms.	https://pokeapi.co/api/v2/pokemon/351	{}
What color is a Milotic?	Usually, Milotic is pink.	https://pokeapi.co/api/v2/pokemon/351	{}
Tell me about Milotic.	While Milotic is said to be the most beautiful
Pokémon, Trainers who like Feebas and have
raised it are seemingly disappointed by Milotic.	https://pokeapi.co/api/v2/pokemon/351	{}
What type of Pokémon is Castform?	Castform is a normal Pokémon.	https://pokeapi.co/api/v2/pokemon/352	{}
How tall is Castform?	Castform is 0.3 meters tall.	https://pokeapi.co/api/v2/pokemon/352	{}
Where can I find a Castform?	Castform is commonly found in the grassland.	https://pokeapi.co/api/v2/pokemon/352	{}
How much does Castform weigh?	The average Castform is about 0.8 kilograms.	https://pokeapi.co/api/v2/pokemon/352	{}
What color is a Castform?	Usually, Castform is gray.	https://pokeapi.co/api/v2/pokemon/352	{}
Tell me about Castform.	Although its form changes with the weather,
that is apparently the result of a chemical
reaction and not the result of its own free will.	https://pokeapi.co/api/v2/pokemon/352	{}
What type of Pokémon is Kecleon?	Kecleon is a normal Pokémon.	https://pokeapi.co/api/v2/pokemon/353	{}
How tall is Kecleon?	Kecleon is 1 meters tall.	https://pokeapi.co/api/v2/pokemon/353	{}
Where can I find a Kecleon?	Kecleon is commonly found in the forest.	https://pokeapi.co/api/v2/pokemon/353	{}
How much does Kecleon weigh?	The average Kecleon is about 22 kilograms.	https://pokeapi.co/api/v2/pokemon/353	{}
What color is a Kecleon?	Usually, Kecleon is green.	https://pokeapi.co/api/v2/pokemon/353	{}
Tell me about Kecleon.	It changes its hue to blend into its surroundings.
If no one takes notice of it for too long, it will
pout and never reveal itself.	https://pokeapi.co/api/v2/pokemon/353	{}
What type of Pokémon is Shuppet?	Shuppet is a ghost Pokémon.	https://pokeapi.co/api/v2/pokemon/354	{}
How tall is Shuppet?	Shuppet is 0.6 meters tall.	https://pokeapi.co/api/v2/pokemon/354	{}
Where can I find a Shuppet?	Shuppet is commonly found in the urban.	https://pokeapi.co/api/v2/pokemon/354	{}
How much does Shuppet weigh?	The average Shuppet is about 2.3 kilograms.	https://pokeapi.co/api/v2/pokemon/354	{}
What color is a Shuppet?	Usually, Shuppet is black.	https://pokeapi.co/api/v2/pokemon/354	{}
Tell me about Shuppet.	It eats up emotions like malice, jealousy, and
resentment, so some people are grateful for
its presence.	https://pokeapi.co/api/v2/pokemon/354	{}
What type of Pokémon is Banette?	Banette is a ghost Pokémon.	https://pokeapi.co/api/v2/pokemon/355	{}
How tall is Banette?	Banette is 1.1 meters tall.	https://pokeapi.co/api/v2/pokemon/355	{}
Where can I find a Banette?	Banette is commonly found in the urban.	https://pokeapi.co/api/v2/pokemon/355	{}
How much does Banette weigh?	The average Banette is about 12.5 kilograms.	https://pokeapi.co/api/v2/pokemon/355	{}
What color is a Banette?	Usually, Banette is black.	https://pokeapi.co/api/v2/pokemon/355	{}
Tell me about Banette.	It’s a stuffed toy that was thrown away and
became possessed, ever searching for the one
who threw it away so it can exact its revenge.	https://pokeapi.co/api/v2/pokemon/355	{}
What type of Pokémon is Duskull?	Duskull is a ghost Pokémon.	https://pokeapi.co/api/v2/pokemon/356	{}
How tall is Duskull?	Duskull is 0.8 meters tall.	https://pokeapi.co/api/v2/pokemon/356	{}
Where can I find a Duskull?	Duskull is commonly found in the forest.	https://pokeapi.co/api/v2/pokemon/356	{}
How much does Duskull weigh?	The average Duskull is about 15 kilograms.	https://pokeapi.co/api/v2/pokemon/356	{}
What color is a Duskull?	Usually, Duskull is black.	https://pokeapi.co/api/v2/pokemon/356	{}
Tell me about Duskull.	Duskull wanders lost among the deep darkness of midnight.
There is an oft-told admonishment given to misbehaving
children that this Pokémon will spirit away bad children who
earn scoldings from their mothers.	https://pokeapi.co/api/v2/pokemon/356	{}
What type of Pokémon is Dusclops?	Dusclops is a ghost Pokémon.	https://pokeapi.co/api/v2/pokemon/357	{}
How tall is Dusclops?	Dusclops is 1.6 meters tall.	https://pokeapi.co/api/v2/pokemon/357	{}
Where can I find a Dusclops?	Dusclops is commonly found in the forest.	https://pokeapi.co/api/v2/pokemon/357	{}
How much does Dusclops weigh?	The average Dusclops is about 30.6 kilograms.	https://pokeapi.co/api/v2/pokemon/357	{}
What color is a Dusclops?	Usually, Dusclops is black.	https://pokeapi.co/api/v2/pokemon/357	{}
Tell me about Dusclops.	Dusclops absorbs anything, however large the object may be.
This Pokémon hypnotizes its foe by waving its hands in a
macabre manner and by bringing its single eye to bear.
The hypnotized foe is made to do Dusclops’s bidding.	https://pokeapi.co/api/v2/pokemon/357	{}
What type of Pokémon is Tropius?	Tropius is a flying/grass Pokémon.	https://pokeapi.co/api/v2/pokemon/358	{}
How tall is Tropius?	Tropius is 2 meters tall.	https://pokeapi.co/api/v2/pokemon/358	{}
Where can I find a Tropius?	Tropius is commonly found in the forest.	https://pokeapi.co/api/v2/pokemon/358	{}
How much does Tropius weigh?	The average Tropius is about 100 kilograms.	https://pokeapi.co/api/v2/pokemon/358	{}
What color is a Tropius?	Usually, Tropius is green.	https://pokeapi.co/api/v2/pokemon/358	{}
Tell me about Tropius.	The bunches of fruit growing around the necks
of Tropius in Alola are especially sweet
compared to those in other regions.	https://pokeapi.co/api/v2/pokemon/358	{}
What type of Pokémon is Chimecho?	Chimecho is a psychic Pokémon.	https://pokeapi.co/api/v2/pokemon/359	{}
How tall is Chimecho?	Chimecho is 0.6 meters tall.	https://pokeapi.co/api/v2/pokemon/359	{}
Where can I find a Chimecho?	Chimecho is commonly found in the grassland.	https://pokeapi.co/api/v2/pokemon/359	{}
How much does Chimecho weigh?	The average Chimecho is about 1 kilograms.	https://pokeapi.co/api/v2/pokemon/359	{}
What color is a Chimecho?	Usually, Chimecho is blue.	https://pokeapi.co/api/v2/pokemon/359	{}
Tell me about Chimecho.	In high winds, Chimecho cries as it hangs from a tree branch or
the eaves of a building using a suction cup on its head. This
Pokémon plucks berries with its long tail and eats them.	https://pokeapi.co/api/v2/pokemon/359	{}
What type of Pokémon is Absol?	Absol is a dark Pokémon.	https://pokeapi.co/api/v2/pokemon/360	{}
How tall is Absol?	Absol is 1.2 meters tall.	https://pokeapi.co/api/v2/pokemon/360	{}
Where can I find a Absol?	Absol is commonly found in the mountain.	https://pokeapi.co/api/v2/pokemon/360	{}
How much does Absol weigh?	The average Absol is about 47 kilograms.	https://pokeapi.co/api/v2/pokemon/360	{}
What color is a Absol?	Usually, Absol is white.	https://pokeapi.co/api/v2/pokemon/360	{}
Tell me about Absol.	The only thing unlucky about Absol is its
appearance. It protects fields and warns people
of disaster, so one ought to be grateful for it.	https://pokeapi.co/api/v2/pokemon/360	{}
What type of Pokémon is Wynaut?	Wynaut is a psychic Pokémon.	https://pokeapi.co/api/v2/pokemon/361	{}
How tall is Wynaut?	Wynaut is 0.6 meters tall.	https://pokeapi.co/api/v2/pokemon/361	{}
Where can I find a Wynaut?	Wynaut is commonly found in the cave.	https://pokeapi.co/api/v2/pokemon/361	{}
How much does Wynaut weigh?	The average Wynaut is about 14 kilograms.	https://pokeapi.co/api/v2/pokemon/361	{}
What color is a Wynaut?	Usually, Wynaut is blue.	https://pokeapi.co/api/v2/pokemon/361	{}
Tell me about Wynaut.	Wynaut gather on moonlit nights to play by squeezing up
against each other. By being squeezed, this Pokémon gains
endurance and is trained to dole out powerful counterattacks.	https://pokeapi.co/api/v2/pokemon/361	{}
What type of Pokémon is Snorunt?	Snorunt is a ice Pokémon.	https://pokeapi.co/api/v2/pokemon/362	{}
How tall is Snorunt?	Snorunt is 0.7 meters tall.	https://pokeapi.co/api/v2/pokemon/362	{}
Where can I find a Snorunt?	Snorunt is commonly found in the cave.	https://pokeapi.co/api/v2/pokemon/362	{}
How much does Snorunt weigh?	The average Snorunt is about 16.8 kilograms.	https://pokeapi.co/api/v2/pokemon/362	{}
What color is a Snorunt?	Usually, Snorunt is gray.	https://pokeapi.co/api/v2/pokemon/362	{}
Tell me about Snorunt.	It feeds mainly on ice and snow. It’s only able to
survive in a limited number of places in the
warm Alola region.	https://pokeapi.co/api/v2/pokemon/362	{}
What type of Pokémon is Glalie?	Glalie is a ice Pokémon.	https://pokeapi.co/api/v2/pokemon/363	{}
How tall is Glalie?	Glalie is 1.5 meters tall.	https://pokeapi.co/api/v2/pokemon/363	{}
Where can I find a Glalie?	Glalie is commonly found in the cave.	https://pokeapi.co/api/v2/pokemon/363	{}
How much does Glalie weigh?	The average Glalie is about 256.5 kilograms.	https://pokeapi.co/api/v2/pokemon/363	{}
What color is a Glalie?	Usually, Glalie is gray.	https://pokeapi.co/api/v2/pokemon/363	{}
Tell me about Glalie.	It freezes its prey and chews them whole.
However, it prefers to eat Pokémon like Vanillite
that are already frozen.	https://pokeapi.co/api/v2/pokemon/363	{}
What type of Pokémon is Spheal?	Spheal is a water/ice Pokémon.	https://pokeapi.co/api/v2/pokemon/364	{}
How tall is Spheal?	Spheal is 0.8 meters tall.	https://pokeapi.co/api/v2/pokemon/364	{}
Where can I find a Spheal?	Spheal is commonly found in the sea.	https://pokeapi.co/api/v2/pokemon/364	{}
How much does Spheal weigh?	The average Spheal is about 39.5 kilograms.	https://pokeapi.co/api/v2/pokemon/364	{}
What color is a Spheal?	Usually, Spheal is blue.	https://pokeapi.co/api/v2/pokemon/364	{}
Tell me about Spheal.	Spheal always travels by rolling around on its ball-like body.
When the season for ice floes arrives, this Pokémon can be
seen rolling about on ice and crossing the sea.	https://pokeapi.co/api/v2/pokemon/364	{}
What type of Pokémon is Sealeo?	Sealeo is a water/ice Pokémon.	https://pokeapi.co/api/v2/pokemon/365	{}
How tall is Sealeo?	Sealeo is 1.1 meters tall.	https://pokeapi.co/api/v2/pokemon/365	{}
Where can I find a Sealeo?	Sealeo is commonly found in the sea.	https://pokeapi.co/api/v2/pokemon/365	{}
How much does Sealeo weigh?	The average Sealeo is about 87.6 kilograms.	https://pokeapi.co/api/v2/pokemon/365	{}
What color is a Sealeo?	Usually, Sealeo is blue.	https://pokeapi.co/api/v2/pokemon/365	{}
Tell me about Sealeo.	Sealeo often balances and rolls things on the tip of its
nose. While the Pokémon is rolling something, it checks
the object’s aroma and texture to determine whether it likes
the object or not.	https://pokeapi.co/api/v2/pokemon/365	{}
What type of Pokémon is Walrein?	Walrein is a water/ice Pokémon.	https://pokeapi.co/api/v2/pokemon/366	{}
How tall is Walrein?	Walrein is 1.4 meters tall.	https://pokeapi.co/api/v2/pokemon/366	{}
Where can I find a Walrein?	Walrein is commonly found in the sea.	https://pokeapi.co/api/v2/pokemon/366	{}
How much does Walrein weigh?	The average Walrein is about 150.6 kilograms.	https://pokeapi.co/api/v2/pokemon/366	{}
What color is a Walrein?	Usually, Walrein is blue.	https://pokeapi.co/api/v2/pokemon/366	{}
Tell me about Walrein.	Walrein swims all over in frigid seawater while crushing
icebergs with its grand, imposing tusks. Its thick layer of
blubber makes enemy attacks bounce off harmlessly.	https://pokeapi.co/api/v2/pokemon/366	{}
What type of Pokémon is Clamperl?	Clamperl is a water Pokémon.	https://pokeapi.co/api/v2/pokemon/367	{}
How tall is Clamperl?	Clamperl is 0.4 meters tall.	https://pokeapi.co/api/v2/pokemon/367	{}
Where can I find a Clamperl?	Clamperl is commonly found in the sea.	https://pokeapi.co/api/v2/pokemon/367	{}
How much does Clamperl weigh?	The average Clamperl is about 52.5 kilograms.	https://pokeapi.co/api/v2/pokemon/367	{}
What color is a Clamperl?	Usually, Clamperl is blue.	https://pokeapi.co/api/v2/pokemon/367	{}
Tell me about Clamperl.	Despite its appearance, it’s carnivorous. It
clamps down on its prey with both sides of its
shell and doesn’t let go until they stop moving.	https://pokeapi.co/api/v2/pokemon/367	{}
What type of Pokémon is Huntail?	Huntail is a water Pokémon.	https://pokeapi.co/api/v2/pokemon/368	{}
How tall is Huntail?	Huntail is 1.7 meters tall.	https://pokeapi.co/api/v2/pokemon/368	{}
